Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2000,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,14,91.40%,100.00%,5,93.10%,83.30%,100.00%,100.00%
7238,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,86.40%,96.50%,6.9,86.00%,98.60%,72.60%,87.20%
7162,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,15,94.60%,97.90%,7.7,93.20%,98.50%,89.30%,97.20%
1579,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,84.50%,90.50%,8.4,88.10%,84.70%,79.40%,87.30%
1465,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,6,89.00%,92.00%,8.6,96.70%,93.50%,91.20%,77.10%
1335,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,7,87.60%,98.30%,7.3,92.10%,89.10%,80.40%,89.00%
2565,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,6,92.10%,96.00%,9.6,96.00%,92.80%,95.80%,85.20%
1525,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,15,90.70%,92.90%,9,94.90%,94.90%,89.80%,83.80%
1687,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,78.50%,94.90%,9.7,84.60%,66.70%,84.90%,79.20%
1773,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,21,79.30%,99.60%,8.4,83.70%,83.30%,80.30%,71.40%
5253,ROADIE,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,15,77.20%,94.00%,6.1,90.60%,88.20%,58.80%,64.30%
5344,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,87.20%,90.30%,9,88.40%,90.40%,86.60%,83.30%
3490,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,4,89.60%,96.90%,9.7,87.00%,90.90%,91.00%,88.70%
4420,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,26,86.90%,91.50%,9.7,88.40%,89.30%,90.90%,82.20%
4440,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,27,91.80%,95.70%,9.3,94.70%,94.60%,88.80%,88.70%
1795,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,32,80.30%,94.40%,6.1,78.60%,84.90%,72.70%,83.30%
2096,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,85.70%,94.80%,9.6,85.50%,88.20%,86.30%,83.20%
5414,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,24,70.90%,97.50%,8.3,76.50%,61.70%,69.90%,75.00%
1537,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,87.30%,97.30%,6.2,87.90%,87.20%,88.90%,85.60%
1886,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,2,87.60%,94.90%,9.7,92.70%,86.90%,85.70%,85.30%
2841,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,87.80%,97.90%,7.6,89.70%,89.30%,89.50%,83.40%
635,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,48,90.10%,90.30%,9.4,88.90%,89.90%,91.30%,90.40%
1383,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,10,87.10%,94.90%,9.5,92.30%,82.20%,87.80%,86.40%
2832,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,77.90%,92.30%,6,64.90%,78.60%,87.00%,88.00%
4556,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,86.80%,98.20%,9,86.30%,85.40%,87.00%,88.20%
6395,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,12,89.40%,88.20%,9.2,94.50%,85.10%,80.20%,98.80%
7181,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,10,88.30%,92.70%,7.2,83.20%,89.30%,90.00%,90.50%
1358,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,10,93.20%,93.60%,9.8,97.70%,96.00%,88.00%,91.30%
2348,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,6,85.30%,92.00%,9.6,78.80%,85.10%,84.00%,93.60%
3595,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,48,91.90%,93.60%,9.5,94.30%,88.10%,92.40%,92.60%
5130,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,25,84.80%,92.20%,9.4,81.60%,90.60%,83.30%,82.70%
2167,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,3,83.60%,96.40%,8.4,89.80%,90.00%,77.70%,75.10%
2481,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,6,88.00%,94.20%,8.6,82.80%,88.20%,93.80%,86.40%
1640,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,3,89.60%,97.70%,9.8,91.00%,92.90%,86.50%,87.60%
2230,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,4,93.80%,93.70%,9,96.50%,96.10%,95.60%,87.10%
5470,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,4,80.60%,98.80%,4.7,80.00%,94.70%,77.80%,66.70%
3284,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,87.20%,99.40%,17.4,87.80%,86.00%,91.00%,84.10%
4503,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,92.50%,95.80%,11.6,95.30%,94.30%,88.50%,91.40%
284,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,7,89.90%,92.20%,16.9,92.60%,95.40%,84.40%,87.00%
471,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,7,80.30%,88.70%,21.2,91.40%,80.00%,74.40%,75.70%
3014,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,88.00%,95.70%,11.2,90.60%,80.10%,88.10%,93.30%
5810,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,74.30%,91.10%,16.8,94.70%,60.50%,63.20%,74.50%
5613,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,84.20%,76.30%,13.1,80.90%,87.60%,85.70%,82.70%
7224,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,84.50%,78.40%,12.4,85.40%,83.30%,81.80%,87.40%
202,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,7,86.10%,96.90%,10.5,89.10%,86.80%,80.50%,88.30%
1117,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,87.30%,90.80%,13.3,77.80%,89.60%,90.00%,89.50%
3406,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,85.30%,93.40%,12.2,88.10%,86.80%,82.10%,82.40%
2105,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,6,89.10%,96.60%,12,88.70%,84.80%,90.40%,92.40%
2086,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,89.50%,90.10%,11.1,92.90%,93.40%,79.70%,92.00%
789,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,6,89.60%,94.70%,15.5,89.40%,84.70%,91.80%,92.60%
3225,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,87.70%,92.70%,12.2,83.50%,87.80%,87.60%,91.10%
5823,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,85.10%,97.30%,12.7,83.30%,80.40%,87.60%,90.50%
590,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,4,82.90%,95.60%,13.2,81.00%,85.90%,81.70%,83.10%
2649,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,87.00%,91.20%,17.3,89.00%,83.00%,86.40%,89.50%
622,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,10,86.50%,92.60%,17.7,90.20%,91.90%,95.50%,64.90%
389,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,90.70%,91.20%,12.8,90.80%,90.90%,88.50%,92.70%
1626,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,20,87.20%,87.50%,14.1,93.80%,89.90%,84.10%,81.70%
2803,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,80.60%,85.60%,16.5,85.10%,78.80%,77.10%,81.40%
2804,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,81.70%,88.50%,19.1,95.60%,91.20%,58.90%,80.40%
130,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,83.00%,85.20%,14.4,91.40%,87.20%,75.70%,79.30%
1507,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,89.10%,90.40%,13,89.30%,91.40%,81.50%,92.50%
4048,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,5,86.70%,81.00%,12.5,80.60%,91.40%,93.90%,81.30%
7233,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,84.90%,86.10%,8.2,91.50%,84.50%,75.40%,88.90%
7262,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,83.80%,85.30%,9,85.20%,87.80%,75.50%,87.00%
180,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,83.40%,92.30%,10.7,84.30%,88.30%,87.80%,72.00%
331,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,89.60%,86.10%,13.3,85.20%,96.10%,88.30%,88.30%
1204,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,84.70%,93.30%,18.7,84.20%,83.10%,81.30%,89.80%
400,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,87.00%,92.30%,12.8,88.30%,85.70%,85.20%,88.70%
602,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,80.10%,83.60%,15.1,85.90%,79.70%,73.50%,81.00%
3390,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,7,87.90%,76.30%,10.6,79.00%,86.60%,91.70%,94.50%
2938,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,87.10%,97.90%,14.7,87.60%,87.40%,88.10%,85.20%
1128,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,4,86.60%,96.10%,13.1,86.10%,90.60%,81.80%,88.00%
4295,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,85.00%,87.10%,12.4,87.40%,88.70%,84.00%,80.70%
140,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,83.10%,88.60%,15.9,85.60%,73.60%,83.60%,89.00%
1163,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,79.10%,82.10%,18.4,94.20%,76.40%,77.90%,70.00%
2706,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,80.10%,94.10%,14.9,88.10%,72.30%,84.20%,77.10%
5022,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,9,86.90%,91.80%,12.1,90.00%,88.80%,84.40%,84.50%
489,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,80.20%,82.30%,17,90.50%,72.70%,69.20%,88.80%
541,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,74.50%,68.90%,17,80.50%,75.20%,59.20%,82.90%
911,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,81.50%,83.20%,15.3,91.60%,78.80%,80.90%,74.00%
989,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,45,74.30%,83.90%,19.6,92.00%,65.20%,79.50%,62.30%
1353,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,65.30%,83.00%,22.4,84.80%,73.00%,48.50%,48.00%
3616,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,84.90%,81.60%,9.5,94.40%,82.10%,90.60%,74.40%
4129,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,85.10%,88.40%,20.4,89.30%,84.10%,85.70%,81.90%
501,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,86.10%,84.00%,15,78.10%,88.20%,84.20%,93.20%
1025,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,15,89.60%,90.70%,17.8,88.20%,93.10%,93.00%,83.40%
1066,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,13,81.10%,74.00%,16.4,93.00%,81.30%,81.40%,69.80%
2715,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,83.40%,77.20%,13.5,90.20%,71.60%,83.70%,88.90%
2133,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,84.70%,80.30%,10.3,81.40%,85.10%,85.20%,87.20%
3569,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,11,86.10%,84.30%,14.5,82.00%,75.80%,91.80%,94.20%
5479,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,86.00%,82.20%,14.8,89.80%,82.20%,82.60%,89.70%
5480,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,86.30%,83.10%,14.3,88.00%,89.60%,77.70%,89.30%
2599,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,88.20%,96.30%,10.5,86.10%,89.40%,87.50%,89.60%
404,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,90.70%,93.90%,10.2,90.30%,90.60%,92.10%,89.90%
3572,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,10,83.20%,86.50%,14.1,86.60%,81.20%,85.20%,79.90%
3296,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,85.70%,92.70%,14,86.30%,87.00%,85.40%,83.90%
3584,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,87.60%,93.80%,10.2,92.30%,77.80%,91.50%,89.10%
1137,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,87.80%,92.60%,12.3,83.10%,89.90%,88.40%,89.60%
3298,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,23,91.00%,93.40%,10.3,88.60%,92.50%,89.00%,93.60%
504,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,15,88.80%,92.00%,12.9,90.70%,91.50%,92.50%,81.80%
6898,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,80.60%,70.50%,21.3,90.50%,80.10%,75.50%,78.40%
537,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,8,78.90%,75.20%,18,80.60%,83.00%,68.70%,83.30%
608,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,7,83.70%,80.90%,16.8,81.30%,84.20%,85.30%,83.60%
535,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,4,79.40%,78.90%,18,90.00%,64.80%,81.20%,79.00%
3771,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,80.40%,86.40%,21.9,89.20%,78.40%,71.80%,81.70%
5768,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,23,85.50%,85.60%,14.2,91.10%,83.00%,80.70%,87.30%
3884,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,84.80%,89.30%,19.9,86.20%,85.00%,84.70%,83.20%
2656,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,30,84.20%,88.30%,11.5,88.70%,88.30%,74.30%,85.60%
835,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,81.80%,82.40%,17.6,92.30%,73.40%,81.80%,77.70%
850,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,75.60%,89.10%,19.4,76.10%,76.30%,65.60%,84.30%
868,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,84.80%,74.50%,13.3,89.10%,85.60%,77.40%,86.00%
282,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,90.40%,89.70%,11.1,98.20%,89.40%,83.30%,89.20%
5804,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,70.80%,78.60%,18.8,63.90%,79.60%,63.80%,78.10%
492,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,82.70%,84.00%,13.6,90.50%,82.80%,78.10%,79.30%
870,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,81.30%,75.60%,17,82.20%,83.20%,77.00%,82.90%
1002,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,87.70%,87.00%,7.5,100.00%,85.30%,84.80%,75.90%
1580,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,44,91.80%,93.00%,14.7,92.40%,88.70%,91.70%,94.20%
3529,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,79.10%,82.00%,17.4,79.40%,78.90%,77.70%,80.50%
5443,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,47,71.60%,76.20%,23.7,85.30%,71.20%,62.20%,64.90%
689,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,87.70%,91.90%,14.1,88.90%,84.70%,89.60%,87.80%
720,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,7,87.20%,86.40%,13.3,89.80%,80.60%,90.70%,88.20%
2628,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,77.70%,81.30%,17.1,78.40%,75.60%,71.10%,85.50%
526,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,85.10%,75.60%,13,85.70%,87.80%,80.30%,86.50%
3294,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,87.60%,90.20%,12.4,94.30%,85.80%,80.10%,90.50%
4450,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,7,89.30%,95.60%,12.5,90.10%,89.80%,88.60%,88.60%
5417,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,15,90.70%,95.30%,14,94.80%,89.10%,89.30%,90.00%
5418,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,14,74.90%,71.80%,20,81.00%,60.80%,78.70%,77.90%
1476,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,86.80%,85.90%,12.4,94.40%,92.80%,79.10%,80.80%
1790,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,88.40%,86.40%,12.1,92.00%,89.70%,92.10%,80.10%
2631,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,14,66.60%,70.30%,16,89.90%,76.60%,56.90%,41.00%
2912,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,75.70%,81.10%,24.5,91.90%,74.40%,80.80%,53.20%
3476,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,84.10%,83.50%,14.4,90.00%,88.40%,80.00%,72.40%
5842,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,86.30%,84.40%,15.3,89.50%,84.20%,89.00%,82.60%
2559,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,48,91.10%,93.70%,10.5,93.80%,91.00%,93.40%,86.60%
2692,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,86.80%,86.80%,14,91.10%,90.80%,89.50%,78.80%
5844,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,88.60%,93.60%,11.6,90.20%,88.30%,87.70%,87.90%
5030,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,81.30%,81.90%,14.1,81.20%,88.20%,82.80%,72.50%
1593,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,91.00%,78.50%,12.3,93.00%,96.10%,85.60%,88.90%
2080,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,44,73.90%,75.20%,16.4,81.40%,72.70%,72.80%,67.10%
5160,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,80.10%,84.90%,18.2,94.20%,76.20%,76.00%,71.40%
5472,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,87.60%,98.30%,11.5,80.80%,85.10%,91.30%,92.80%
1423,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,82.50%,78.10%,9,82.40%,76.30%,81.00%,89.90%
1754,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,82.30%,75.50%,8.3,89.10%,86.20%,75.70%,78.10%
2869,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,86.30%,93.00%,16.1,94.50%,85.60%,89.90%,75.00%
5893,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,86.40%,89.10%,15,94.60%,81.60%,91.30%,79.50%
1432,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,18,85.40%,89.10%,12.5,94.70%,87.50%,84.00%,75.70%
5097,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,83.00%,84.10%,11.9,90.80%,85.30%,83.00%,75.50%
1928,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,83.10%,89.40%,13.9,94.70%,83.90%,74.10%,81.30%
2273,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,83.60%,87.40%,10.7,95.30%,88.20%,76.00%,75.30%
2693,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,86.60%,82.30%,9.4,95.00%,80.40%,90.00%,69.70%
3726,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,79.20%,76.60%,15.4,82.40%,89.00%,66.20%,73.00%
1923,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,16,75.70%,74.30%,11.4,90.90%,81.00%,81.70%,70.60%
2238,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,88.00%,93.60%,11.3,94.20%,87.40%,88.20%,83.30%
3453,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,67.90%,63.50%,13.7,69.80%,70.40%,65.50%,65.50%
3876,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,4,79.10%,72.40%,11.5,86.80%,83.20%,72.30%,74.80%
5386,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,83.60%,86.20%,11.7,84.80%,84.70%,89.80%,78.30%
2678,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,89.80%,91.00%,10.6,91.50%,91.40%,90.60%,85.50%
5065,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,4,83.70%,81.20%,7.3,87.90%,91.40%,70.60%,77.80%
5280,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,45,84.90%,74.10%,10.9,89.60%,89.70%,80.70%,78.30%
1618,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,86.50%,85.10%,15.7,95.90%,78.70%,87.20%,85.50%
2544,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,88.00%,93.50%,15.9,88.10%,82.80%,91.70%,89.80%
2818,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,80.40%,92.40%,16.2,82.00%,78.40%,84.20%,77.90%
4631,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,79.30%,85.40%,17.4,88.40%,85.60%,73.90%,70.40%
1734,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,7,74.80%,84.40%,21.5,71.60%,70.90%,75.40%,81.60%
2491,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,33,88.90%,91.90%,11.1,91.50%,93.40%,86.10%,84.80%
5403,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,87.30%,90.00%,13,92.60%,93.40%,79.80%,83.50%
1454,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,86.60%,81.20%,11.4,85.40%,82.30%,86.30%,92.20%
1602,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,24,83.40%,89.60%,10.8,77.40%,89.90%,82.20%,84.00%
1690,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,85.30%,95.40%,11.9,88.90%,85.90%,81.30%,85.30%
2728,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,28,84.50%,86.90%,11.4,96.20%,90.80%,66.30%,87.20%
3210,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,30,60.90%,55.20%,20.6,79.60%,75.90%,52.00%,39.50%
3602,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,19,74.90%,74.90%,23.1,86.30%,85.50%,68.20%,55.50%
603,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,4,85.70%,84.50%,15.1,88.60%,92.30%,78.80%,85.00%
1028,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,78.50%,85.10%,14.9,88.50%,77.80%,65.90%,81.30%
1323,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,87.40%,90.60%,12.1,89.60%,88.70%,89.00%,83.10%
3460,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,20,81.10%,83.60%,13.8,84.60%,85.40%,77.80%,75.70%
775,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,76.90%,85.00%,19.2,92.30%,85.70%,52.80%,78.90%
1307,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,88.70%,91.90%,12.4,91.50%,88.70%,87.00%,86.60%
3597,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,87.10%,90.40%,15.3,93.00%,91.50%,77.90%,86.40%
786,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,79.20%,85.10%,20,90.30%,78.30%,72.80%,76.90%
1553,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,81.40%,87.30%,17.2,90.40%,82.30%,67.80%,85.40%
4529,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,92.60%,94.30%,13.1,95.70%,93.20%,93.20%,86.70%
1998,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,86.10%,94.70%,14.1,85.40%,93.50%,80.30%,84.70%
5402,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,82.90%,86.50%,19.5,87.40%,87.90%,72.00%,84.90%
5617,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,83.10%,80.20%,16,87.20%,86.60%,76.80%,81.60%
