Store,Market ,Store Type ,Volume Classification 
1531,270,SUP,M
1532,369,SUP,H
1533,369,SUP,M
1534,427,SUP,L
1535,430,SUP,L
1536,111,SUP,M
1537,234,W/M,L
1538,430,SUP,L
1539,213,SUP,L
1540,201,SUP,L
1541,107,SUP,M
1542,196,SUP,L
1543,430,SUP,L
1544,320,SUP,L
1545,412,SUP,L
1547,246,SUP,L
1548,262,SUP,L
1549,368,SUP,M
1551,435,SUP,L
1552,308,SUP,L
1553,264,SUP,M
1554,452,SUP,M
1555,463,SUP,L
1556,266,SUP,L
1557,482,SUP,M
1558,298,SUP,L
1559,394,W/M,L
1560,396,SUP,H
1561,145,SUP,L
1562,424,W/M,L
1563,448,SUP,M
1564,218,SUP,L
1565,427,SUP,L
1566,247,SUP,L
1567,427,SUP,L
1568,229,SUP,L
1569,259,SUP,L
1570,248,SUP,L
1571,435,SUP,L
1572,582,SUP,L
1573,405,SUP,L
1574,447,SUP,M
1575,457,SUP,L
1576,238,W/M,H
1577,424,SUP,L
1578,24,SUP,L
1579,296,SUP,L
1580,249,SUP,L
1581,427,SUP,L
1583,449,W/M,L
1584,396,SUP,M
1585,429,SUP,L
1586,26,SUP,M
1587,450,W/M,M
1588,445,SUP,H
1589,108,SUP,L
1590,553,SUP,M
1591,234,SUP,M
1592,205,SUP,L
1593,202,SUP,L
1594,219,SUP,L
1595,217,SUP,L
1596,265,SUP,M
1597,356,SUP,M
1598,370,SUP,L
1599,362,SUP,M
1600,447,SUP,L
1601,482,SUP,M
1602,275,SUP,L
1603,42,SUP,L
1604,430,SUP,L
1605,14,SUP,M
1606,119,SUP,L
1607,237,SUP,L
1608,457,SUP,L
1609,419,SUP,L
1610,192,W/M,H
1611,205,SUP,L
1612,366,SUP,L
1613,308,SUP,L
1614,297,SUP,L
1615,452,W/M,M
1616,392,W/M,L
1617,381,SUP,L
1618,238,SUP,L
1619,192,SUP,M
1620,14,SUP,L
1622,213,SUP,L
1623,226,SUP,L
1624,447,SUP,M
1625,426,SUP,L
1626,352,SUP,M
1627,427,SUP,L
1628,213,SUP,L
1629,251,W/M,L
1630,468,SUP,L
1631,288,SUP,L
1632,412,SUP,L
1633,424,SUP,L
1634,419,SUP,L
1635,442,SUP,L
1636,427,SUP,L
1637,432,SUP,L
1638,7,SUP,L
1639,247,SUP,L
1640,237,SUP,L
1641,301,SUP,L
1642,202,SUP,L
1643,444,SUP,L
1644,232,SUP,L
1645,581,SUP,L
1646,372,SUP,M
1647,248,SUP,L
1648,455,SUP,L
1649,427,SUP,L
1650,444,SUP,L
1651,452,SUP,L
1652,312,SUP,L
1653,320,SUP,L
1654,419,SUP,L
1655,482,SUP,L
1656,228,SUP,L
1657,425,SUP,L
1658,30,SUP,L
1659,379,SUP,L
1660,448,SUP,L
1661,302,SUP,L
1662,304,SUP,L
1663,294,SUP,L
1664,299,SUP,L
1665,239,SUP,L
1666,309,SUP,M
1667,247,SUP,L
1668,269,SUP,M
1669,438,SUP,L
1670,168,W/M,M
1671,433,SUP,M
1672,436,SUP,L
1673,192,SUP,L
1674,280,SUP,L
1675,256,SUP,L
1676,254,SUP,L
1677,189,SUP,L
1678,442,SUP,L
1679,438,SUP,L
1680,110,SUP,M
1681,268,SUP,M
1682,288,SUP,M
1685,430,SUP,L
1686,403,SUP,M
1687,288,SUP,L
1688,289,SUP,M
1689,376,SUP,M
1690,275,SUP,L
1691,362,W/M,M
1692,445,SUP,M
1693,445,W/M,M
1694,124,SUP,L
1695,427,SUP,L
1696,412,SUP,L
1697,454,W/M,M
1698,183,SUP,L
1699,401,SUP,M
1700,459,SUP,H
1702,92,SUP,M
1703,280,SUP,L
1704,453,SUP,L
1705,191,SUP,L
1707,208,SUP,L
1708,401,SUP,M
1709,248,SUP,L
1710,140,SUP,L
1711,2,SUP,L
1712,111,SUP,H
1713,278,W/M,L
1714,320,SUP,L
1715,285,W/M,L
1716,508,W/M,L
1717,508,W/M,L
1718,222,SUP,L
1719,204,SUP,L
1720,25,SUP,M
1721,418,SUP,L
1722,421,SUP,L
1723,413,SUP,L
1724,216,SUP,L
1726,315,SUP,L
1727,439,SUP,L
1728,239,SUP,L
1729,239,SUP,L
1730,287,SUP,L
1731,192,SUP,L
1733,203,SUP,L
1734,273,SUP,L
1735,269,SUP,H
1736,284,SUP,L
1737,268,SUP,M
1738,421,SUP,L
1739,235,SUP,L
1740,263,SUP,L
1741,284,SUP,L
1742,165,SUP,M
1743,258,W/M,L
1744,192,SUP,M
1745,239,SUP,L
1746,371,SUP,M
1747,461,SUP,M
1748,36,SUP,L
1749,183,SUP,L
1750,222,SUP,L
1751,297,W/M,L
1752,204,SUP,L
1753,184,SUP,L
1754,203,SUP,L
1755,452,W/M,L
1756,462,W/M,M
1757,419,SUP,L
1758,239,SUP,L
1759,288,SUP,L
1760,455,SUP,L
1761,341,SUP,M
1762,157,SUP,L
1763,311,SUP,L
1764,413,SUP,M
1765,231,SUP,L
1766,24,SUP,M
1767,300,SUP,L
1768,582,SUP,L
1769,237,SUP,L
1770,229,SUP,L
1771,202,SUP,L
1772,468,SUP,L
1773,288,SUP,M
1774,310,SUP,L
1775,478,SUP,L
1776,442,SUP,L
1777,168,SUP,L
1778,382,SUP,L
1779,265,W/M,M
1780,315,SUP,L
1781,190,SUP,L
1782,216,SUP,L
1783,580,SUP,L
1784,477,SUP,M
1785,184,W/M,M
1786,423,W/M,M
1787,414,SUP,L
1788,183,SUP,L
1789,454,SUP,L
1790,197,SUP,L
1791,200,SUP,L
1792,237,SUP,L
1793,477,SUP,L
1794,232,SUP,L
1795,294,W/M,L
1796,184,SUP,L
1797,179,SUP,L
1798,205,SUP,L
1799,441,SUP,L
1800,583,SUP,M
1801,44,SUP,L
1802,411,SUP,L
1803,87,SUP,L
1804,248,SUP,L
1805,463,SUP,L
1806,189,SUP,L
1807,558,SUP,H
1809,202,SUP,L
1810,164,SUP,M
1811,289,SUP,M
1812,215,SUP,H
1813,192,SUP,L
1814,264,SUP,L
1815,449,SUP,L
1816,297,W/M,L
1817,475,SUP,M
1819,436,SUP,L
1820,229,SUP,L
1821,306,W/M,M
1823,234,SUP,L
1825,286,SUP,M
1826,581,SUP,L
1827,582,SUP,L
1828,439,SUP,L
1829,37,SUP,L
1830,191,SUP,L
1831,191,SUP,L
1832,463,SUP,L
1833,291,SUP,L
1834,468,SUP,L
1835,190,SUP,M
1836,202,SUP,L
1837,59,SUP,M
1838,394,W/M,H
1839,214,SUP,L
1840,450,SUP,L
1841,289,SUP,M
1842,298,SUP,L
1843,477,W/M,M
1844,178,W/M,H
1845,109,SUP,M
1846,366,SUP,L
1847,93,SUP,M
1848,264,SUP,L
1849,308,SUP,M
1850,234,SUP,L
1851,109,SUP,H
1852,291,SUP,M
1853,461,SUP,M
1855,423,SUP,L
1856,179,SUP,L
1857,209,W/M,M
1859,463,SUP,L
1860,284,SUP,H
1861,422,SUP,L
1862,462,SUP,M
1863,209,SUP,L
1864,422,SUP,L
1866,180,SUP,L
1867,293,W/M,L
1868,180,SUP,L
1869,558,W/M,M
1870,475,SUP,M
1871,187,SUP,L
1872,383,SUP,L
1873,161,SUP,M
1874,118,SUP,L
1875,282,SUP,M
1876,476,W/M,L
1877,581,W/M,L
1878,400,SUP,L
1879,445,SUP,L
1880,468,SUP,L
1881,453,SUP,M
1882,581,SUP,L
1883,229,SUP,L
1884,226,SUP,H
1885,229,SUP,L
1886,234,SUP,M
1887,232,W/M,L
1888,401,SUP,L
1889,475,SUP,L
1890,285,SUP,L
1891,162,SUP,L
1892,268,SUP,H
1893,508,W/M,M
1894,215,SUP,L
1895,215,W/M,M
1896,391,SUP,L
1897,268,SUP,M
1898,264,SUP,L
1899,461,SUP,M
1900,400,SUP,L
1901,383,SUP,L
1902,400,SUP,L
1903,457,SUP,L
1904,292,SUP,M
1905,400,SUP,L
1906,160,W/M,L
1907,184,SUP,L
1908,440,SUP,L
1909,195,SUP,M
1910,468,SUP,L
1911,215,SUP,M
1912,461,SUP,M
1913,207,SUP,L
1914,445,SUP,H
1915,463,SUP,L
1916,108,SUP,M
1917,459,W/M,M
1918,156,W/M,M
1920,477,W/M,L
1921,178,W/M,M
1922,462,W/M,M
1923,200,SUP,L
1924,179,SUP,L
1925,478,SUP,L
1926,191,SUP,L
1927,209,SUP,L
1928,205,SUP,L
1929,419,SUP,L
1930,184,W/M,L
1931,440,SUP,L
1932,179,SUP,L
1933,267,W/M,M
1934,314,SUP,L
1935,231,SUP,L
1936,196,SUP,L
1937,216,SUP,L
1938,268,SUP,M
1939,180,SUP,L
1940,188,SUP,M
1941,462,SUP,M
1942,200,SUP,L
1943,433,SUP,L
1945,226,SUP,L
1946,187,SUP,L
1947,473,SUP,L
1948,227,SUP,L
1949,194,SUP,L
1950,301,SUP,L
1951,399,SUP,L
1952,422,SUP,M
1953,297,SUP,L
1954,183,SUP,L
1955,263,SUP,L
1956,382,SUP,L
1957,105,SUP,L
1958,80,SUP,L
1959,164,SUP,L
1960,112,SUP,H
1961,225,SUP,L
1962,246,SUP,L
1963,450,W/M,L
1964,161,SUP,L
1965,432,SUP,L
1966,194,SUP,L
1967,154,SUP,M
1968,281,SUP,L
1969,290,SUP,L
1970,159,SUP,L
1971,425,SUP,L
1972,511,W/M,L
1973,194,SUP,L
1975,181,SUP,L
1976,190,SUP,L
1977,178,SUP,H
1978,247,SUP,L
1979,457,W/M,L
1980,162,SUP,L
1981,508,SUP,L
1982,439,SUP,M
1983,450,SUP,M
1984,154,SUP,L
1985,283,SUP,L
1986,213,SUP,L
1987,205,SUP,L
1988,455,SUP,M
1989,447,SUP,L
1990,217,W/M,L
1991,251,SUP,L
1992,462,W/M,M
1993,195,SUP,L
1994,187,SUP,L
1995,400,SUP,L
1996,553,SUP,M
1997,188,SUP,H
1998,267,SUP,M
1999,424,SUP,L
2000,301,SUP,L
2001,449,SUP,M
2002,451,SUP,L
2003,174,SUP,M
2004,415,SUP,L
2005,306,SUP,L
2006,475,SUP,L
2007,473,SUP,L
2008,229,W/M,L
2009,281,W/M,M
2010,201,SUP,L
2012,156,SUP,M
2013,179,SUP,L
2014,204,SUP,L
2015,292,SUP,M
2016,473,SUP,L
2019,235,SUP,L
2021,160,SUP,M
2022,162,SUP,L
2023,233,SUP,L
2024,226,SUP,L
2025,511,SUP,L
2026,801,SUP,L
2027,320,SUP,L
2028,461,SUP,M
2030,450,SUP,L
2031,511,W/M,L
2032,446,SUP,L
2033,427,SUP,L
2035,239,SUP,L
2036,317,SUP,L
2037,472,SUP,L
2038,292,SUP,M
2039,450,W/M,L
2040,558,SUP,M
2041,284,W/M,L
2044,457,W/M,L
2045,281,SUP,M
2046,180,SUP,L
2047,179,SUP,L
2048,453,SUP,L
2049,237,SUP,L
2050,396,SUP,L
2051,405,SUP,L
2052,457,W/M,L
2053,457,SUP,L
2054,454,W/M,L
2055,183,SUP,L
2056,188,SUP,L
2058,297,SUP,L
2059,231,SUP,M
2061,201,SUP,L
2062,201,SUP,L
2063,208,SUP,M
2064,226,SUP,L
2065,122,SUP,M
2066,64,SUP,M
2067,801,W/M,L
2068,170,SUP,H
2069,468,SUP,L
2070,469,SUP,L
2071,469,SUP,L
2073,214,SUP,M
2074,469,SUP,L
2075,478,SUP,L
2077,460,SUP,L
2078,216,SUP,L
2079,196,SUP,L
2080,202,SUP,L
2081,111,SUP,M
2082,464,SUP,H
2083,320,SUP,L
2084,382,SUP,L
2086,56,SUP,L
2087,422,SUP,L
2088,195,SUP,L
2089,311,SUP,L
2090,174,W/M,L
2091,110,SUP,H
2092,187,W/M,L
2093,189,SUP,L
2094,460,SUP,L
2095,160,SUP,L
2096,170,SUP,M
2097,188,SUP,L
2098,219,SUP,L
2099,447,W/M,L
2100,196,SUP,L
2101,475,SUP,L
2102,200,SUP,L
2103,159,SUP,M
2104,164,SUP,M
2105,53,SUP,M
2106,392,SUP,L
2107,195,SUP,L
2108,165,SUP,L
2109,165,W/M,L
2110,465,SUP,M
2111,13,SUP,L
2112,372,SUP,L
2113,370,SUP,M
2114,7,SUP,L
2115,216,SUP,L
2116,187,SUP,L
2117,451,SUP,L
2118,156,W/M,L
2119,511,SUP,M
2120,190,SUP,L
2121,472,SUP,L
2122,159,SUP,M
2123,47,SUP,L
2124,223,SUP,L
2125,380,SUP,M
2126,470,W/M,L
2127,440,SUP,L
2128,159,SUP,L
2129,237,SUP,L
2130,183,SUP,L
2131,411,SUP,L
2132,131,SUP,L
2133,82,SUP,M
2134,306,SUP,M
2135,190,SUP,L
2136,291,SUP,L
2137,296,SUP,L
2138,181,W/M,L
2139,157,W/M,H
2140,180,SUP,L
2141,166,SUP,H
2142,184,SUP,M
2143,179,SUP,L
2144,173,W/M,L
2145,168,SUP,M
2146,189,SUP,L
2147,383,SUP,L
2149,216,SUP,L
2150,458,W/M,L
2151,109,SUP,M
2152,188,SUP,M
2153,183,SUP,H
2154,24,SUP,L
2155,156,SUP,L
2156,171,W/M,H
2157,160,SUP,M
2158,156,SUP,M
2159,194,SUP,L
2160,290,SUP,L
2161,511,W/M,L
2163,173,W/M,M
2164,194,SUP,L
2166,191,SUP,M
2167,167,W/M,L
2169,232,SUP,L
2170,162,W/M,L
2174,154,SUP,M
2175,333,SUP,L
2176,107,SUP,L
2177,459,W/M,M
2180,157,W/M,M
2181,463,SUP,L
2183,180,SUP,L
2184,160,W/M,M
2185,232,SUP,L
2187,473,SUP,L
2188,469,SUP,L
2189,392,SUP,L
2190,453,W/M,L
2191,207,SUP,L
2192,436,SUP,L
2193,227,SUP,L
2194,283,W/M,H
2195,178,SUP,H
2196,472,SUP,L
2197,208,SUP,L
2198,423,SUP,L
2199,235,SUP,L
2200,162,W/M,L
2201,505,SUP,M
2202,180,SUP,H
2204,267,SUP,M
2205,233,SUP,M
2206,466,W/M,M
2207,403,SUP,L
2208,226,SUP,L
2209,216,SUP,L
2210,195,SUP,M
2211,208,SUP,M
2213,340,SUP,M
2214,41,SUP,L
2215,265,SUP,M
2218,466,SUP,M
2221,333,SUP,M
2222,157,SUP,L
2223,585,SUP,H
2224,181,W/M,L
2225,161,SUP,L
2226,481,WNM,L
2227,159,W/M,M
2228,154,W/M,L
2230,237,SUP,L
2231,279,SUP,L
2232,163,W/M,L
2233,280,SUP,L
2234,189,SUP,L
2236,167,W/M,L
2237,118,SUP,L
2238,200,SUP,L
2239,86,SUP,M
2241,475,SUP,L
2242,464,SUP,H
2243,478,SUP,L
2244,316,SUP,L
2245,460,SUP,L
2247,299,SUP,M
2248,293,W/M,H
2249,467,SUP,L
2250,225,SUP,M
2251,484,SUP,M
2252,168,SUP,M
2253,458,SUP,L
2254,165,W/M,L
2255,232,SUP,L
2256,296,SUP,L
2257,67,SUP,M
2258,283,W/M,H
2259,383,SUP,L
2261,161,SUP,L
2262,190,SUP,L
2263,167,SUP,L
2264,189,W/M,M
2265,35,SUP,L
2266,214,SUP,M
2267,156,W/M,M
2269,473,SUP,L
2270,375,SUP,L
2271,440,SUP,L
2272,285,SUP,L
2273,205,SUP,L
2274,424,SUP,L
2275,239,SUP,L
2276,238,SUP,L
2277,449,SUP,M
2278,228,SUP,M
2279,282,SUP,M
2280,451,W/M,M
2281,235,SUP,H
2282,162,SUP,L
2283,161,SUP,L
2284,173,SUP,M
2285,189,SUP,L
2286,171,W/M,H
2287,229,SUP,L
2288,462,W/M,M
2289,154,SUP,L
2291,458,W/M,M
2292,484,SUP,M
2293,585,SUP,L
2294,174,SUP,L
2295,287,SUP,L
2297,448,W/M,M
2299,163,SUP,M
2300,227,SUP,M
2306,11,SUP,M
2307,403,SUP,L
2308,470,W/M,L
2309,221,SUP,M
2310,123,SUP,M
2311,247,SUP,L
2312,312,SUP,L
2313,209,SUP,L
2314,470,W/M,L
2315,478,W/M,L
2316,214,SUP,M
2317,472,W/M,L
2318,231,SUP,L
2319,471,W/M,L
2320,468,SUP,L
2321,470,W/M,L
2322,145,SUP,L
2323,215,SUP,L
2325,472,SUP,L
2326,194,W/M,L
2328,497,WNM,L
2329,156,SUP,L
2330,183,SUP,L
2331,162,SUP,L
2332,181,W/M,L
2333,445,W/M,L
2334,233,SUP,M
2335,441,SUP,L
2336,159,SUP,L
2337,312,SUP,L
2338,196,SUP,L
2339,246,SUP,M
2340,233,SUP,L
2341,159,W/M,H
2346,801,SUP,L
2348,36,SUP,L
2350,207,SUP,L
2351,188,SUP,L
2352,424,SUP,L
2354,205,SUP,L
2355,195,SUP,M
2357,280,SUP,M
2358,196,SUP,L
2359,209,SUP,L
2360,23,SUP,L
2361,215,W/M,H
2362,209,SUP,M
2365,174,SUP,L
2366,160,SUP,M
2367,419,SUP,L
2368,174,SUP,L
2369,181,SUP,L
2370,188,SUP,M
2371,163,SUP,L
2373,161,W/M,M
2385,514,SUP,L
2386,154,SUP,L
2387,114,SUP,H
2388,239,SUP,L
2391,548,WNM,L
2392,102,WNM,L
2393,533,WNM,L
2394,533,WNM,L
2395,507,WNM,L
2396,488,WNM,L
2397,561,WNM,L
2398,183,W/M,L
2399,184,SUP,M
2400,218,SUP,L
2401,484,W/M,M
2402,400,SUP,L
2403,514,SUP,M
2404,87,SUP,L
2405,194,SUP,M
2406,488,WNM,L
2412,293,SUP,M
2414,500,WNM,L
2417,196,SUP,L
2418,455,W/M,L
2419,285,W/M,L
2420,235,SUP,L
2421,436,SUP,L
2422,476,W/M,L
2423,801,SUP,L
2424,187,SUP,L
2425,485,WNM,L
2426,217,SUP,L
2427,53,SUP,M
2428,409,SUP,L
2429,223,SUP,L
2431,492,WNM,L
2432,433,SUP,L
2433,561,WNM,L
2434,196,SUP,L
2435,282,SUP,M
2436,293,SUP,L
2437,286,SUP,L
2438,291,SUP,L
2439,60,SUP,L
2440,294,SUP,L
2441,221,SUP,L
2442,485,WNM,L
2443,430,SUP,M
2444,189,SUP,L
2445,170,SUP,M
2446,170,SUP,L
2447,225,SUP,M
2448,423,SUP,L
2449,801,SUP,L
2450,471,W/M,L
2451,570,WNM,L
2452,444,SUP,L
2453,392,SUP,L
2455,383,SUP,L
2457,454,SUP,L
2458,451,SUP,L
2459,115,SUP,L
2460,285,SUP,L
2463,56,SUP,M
2464,454,SUP,L
2465,497,WNM,L
2468,552,WNM,L
2469,467,SUP,L
2471,217,SUP,L
2472,308,SUP,M
2473,470,W/M,L
2474,320,SUP,L
2475,25,SUP,L
2476,475,SUP,L
2477,468,SUP,L
2479,459,SUP,L
2480,226,SUP,L
2481,232,SUP,L
2482,372,SUP,M
2483,394,SUP,M
2484,118,SUP,L
2485,474,SUP,L
2486,512,WNM,L
2487,515,WNM,L
2488,566,WNM,L
2490,362,W/M,H
2491,273,SUP,L
2492,475,SUP,L
2493,200,SUP,L
2494,460,SUP,L
2495,466,W/M,M
2496,124,SUP,L
2497,174,SUP,L
2499,96,WNM,L
2501,801,W/M,L
2502,231,SUP,L
2503,174,SUP,L
2504,188,SUP,L
2505,62,SUP,M
2506,208,SUP,L
2507,447,W/M,L
2508,399,SUP,M
2509,439,SUP,L
2510,440,SUP,L
2511,582,SUP,M
2512,369,SUP,M
2513,18,SUP,L
2514,285,SUP,L
2515,370,SUP,M
2516,514,SUP,L
2517,466,SUP,M
2518,178,W/M,M
2519,233,SUP,L
2520,291,SUP,L
2522,196,SUP,L
2523,464,W/M,L
2526,446,SUP,H
2527,460,W/M,L
2528,232,SUP,L
2529,289,SUP,M
2530,181,W/M,L
2531,164,W/M,M
2532,263,SUP,L
2533,14,SUP,L
2534,7,SUP,L
2535,232,SUP,L
2536,581,W/M,L
2537,457,SUP,L
2538,478,W/M,M
2539,474,SUP,M
2540,229,SUP,M
2541,208,SUP,L
2542,222,SUP,L
2543,226,SUP,M
2544,238,SUP,H
2545,196,SUP,M
2546,464,W/M,M
2547,164,SUP,L
2548,316,SUP,L
2549,474,SUP,L
2550,476,SUP,M
2551,280,W/M,L
2553,457,W/M,L
2554,368,SUP,L
2555,284,W/M,H
2556,447,W/M,L
2557,447,SUP,M
2558,206,W/M,M
2559,206,SUP,H
2560,285,SUP,L
2561,228,SUP,L
2564,286,SUP,L
2565,315,SUP,L
2566,280,SUP,L
2567,200,SUP,M
2568,446,W/M,H
2571,514,W/M,L
2572,218,SUP,H
2574,234,SUP,L
2575,326,SUP,L
2576,316,SUP,L
2577,281,SUP,M
2580,300,SUP,L
2581,191,SUP,M
2582,174,W/M,L
2583,172,W/M,H
2584,23,SUP,M
2585,173,W/M,M
2586,195,SUP,M
2587,326,SUP,L
2588,227,SUP,M
2590,550,WNM,L
2591,109,SUP,M
2592,394,SUP,M
2593,396,SUP,H
2594,471,W/M,M
2595,471,SUP,L
2596,471,SUP,L
2597,228,SUP,L
2598,453,W/M,M
2599,86,SUP,L
2600,339,SUP,L
2603,229,W/M,M
2604,174,W/M,L
2605,218,SUP,L
2609,465,SUP,M
2610,316,SUP,L
2611,235,SUP,L
2612,505,SUP,H
2613,213,SUP,L
2614,168,SUP,L
2615,27,SUP,L
2616,339,SUP,M
2617,399,SUP,L
2618,203,SUP,M
2619,204,SUP,L
2620,202,SUP,L
2621,446,W/M,L
2626,101,SUP,L
2627,112,SUP,M
2628,260,SUP,M
2629,156,SUP,L
2630,28,SUP,L
2631,197,SUP,L
2632,510,WNM,L
2633,175,W/M,H
2634,180,SUP,L
2636,466,W/M,M
2637,164,SUP,L
2638,259,SUP,L
2639,181,SUP,L
2640,157,W/M,M
2641,168,SUP,L
2642,423,SUP,L
2643,422,SUP,L
2644,204,SUP,L
2646,317,SUP,L
2647,286,SUP,L
2648,511,W/M,M
2649,50,SUP,L
2650,170,SUP,M
2651,175,SUP,M
2652,384,SUP,L
2653,71,SUP,L
2656,375,SUP,L
2658,444,SUP,L
2659,183,W/M,L
2660,157,W/M,H
2663,231,SUP,L
2664,231,SUP,L
2665,125,SUP,L
2667,55,SUP,M
2668,435,SUP,M
2671,373,SUP,L
2672,389,SUP,L
2674,228,SUP,L
2678,201,SUP,L
2679,247,SUP,L
2682,181,SUP,L
2683,154,W/M,L
2684,216,SUP,L
2686,534,WNM,L
2687,35,SUP,L
2688,45,SUP,L
2689,512,WNM,L
2690,137,SUP,L
2691,243,SUP,M
2692,206,SUP,M
2693,205,SUP,L
2694,340,SUP,M
2695,89,SUP,M
2697,452,SUP,L
2699,497,WNM,L
2700,203,SUP,L
2702,333,SUP,M
2703,38,SUP,L
2704,298,SUP,L
2705,314,SUP,L
2706,125,SUP,M
2708,460,SUP,L
2712,37,SUP,L
2713,3,SUP,L
2714,426,SUP,L
2715,143,SUP,L
2716,415,SUP,L
2717,141,SUP,L
2719,163,W/M,M
2720,140,SUP,L
2722,469,SUP,L
2723,2,SUP,L
2724,63,SUP,M
2725,217,SUP,M
2726,219,SUP,M
2727,110,SUP,M
2728,275,SUP,L
2729,378,SUP,L
2730,301,SUP,L
2731,497,WNM,L
2732,22,SUP,L
2733,32,SUP,L
2734,353,SUP,L
2735,454,SUP,M
2739,14,SUP,L
2740,112,SUP,M
2741,534,WNM,L
2742,534,WNM,L
2743,492,WNM,L
2744,537,WNM,L
2745,537,WNM,L
2747,161,W/M,M
2748,1,SUP,L
2749,124,SUP,L
2751,380,SUP,M
2752,585,SUP,L
2753,18,SUP,L
2754,30,SUP,L
2755,140,SUP,L
2756,280,SUP,L
2757,151,SUP,L
2760,14,SUP,L
2761,311,SUP,L
2762,312,SUP,L
2763,569,SUP,L
2764,414,SUP,L
2765,569,SUP,L
2766,372,SUP,L
2767,372,SUP,L
2768,371,SUP,M
2769,87,SUP,L
2771,246,SUP,L
2772,300,SUP,L
2773,546,WNM,L
2774,217,SUP,L
2777,368,SUP,M
2778,373,SUP,L
2780,399,SUP,L
2781,399,SUP,L
2782,400,SUP,H
2783,260,SUP,L
2784,407,SUP,L
2785,192,SUP,L
2786,482,SUP,L
2787,249,SUP,M
2788,482,SUP,L
2789,108,SUP,M
2790,280,SUP,L
2791,285,SUP,L
2792,316,SUP,L
2793,308,SUP,L
2795,287,SUP,L
2796,111,SUP,H
2797,154,W/M,L
2799,508,W/M,M
2801,546,WNM,L
2803,352,SUP,M
2804,352,SUP,M
2805,314,SUP,L
2806,42,SUP,L
2807,315,SUP,L
2808,290,SUP,M
2809,320,SUP,L
2811,21,SUP,L
2812,425,SUP,L
2813,440,SUP,L
2814,110,SUP,H
2815,268,W/M,M
2816,267,W/M,H
2817,238,SUP,M
2818,238,SUP,H
2819,248,SUP,L
2820,421,SUP,L
2821,290,SUP,M
2822,131,SUP,L
2823,216,SUP,L
2825,175,W/M,H
2826,515,WNM,L
2827,418,SUP,L
2828,435,SUP,M
2830,166,W/M,H
2831,400,SUP,L
2832,29,SUP,L
2833,320,SUP,L
2834,50,SUP,M
2835,528,WNM,L
2836,299,SUP,L
2838,396,SUP,M
2839,538,WNM,L
2840,496,WNM,L
2841,558,W/M,M
2842,461,SUP,M
2843,89,SUP,M
2844,188,SUP,M
2845,296,SUP,L
2846,144,SUP,L
2847,433,SUP,L
2849,316,SUP,L
2850,293,SUP,L
2852,216,SUP,L
2853,508,W/M,L
2854,162,SUP,L
2855,362,SUP,M
2856,361,SUP,L
2857,360,SUP,L
2858,546,WNM,L
2859,194,SUP,L
2860,29,SUP,L
2861,399,SUP,L
2862,399,SUP,M
2864,506,SUP,L
2865,474,W/M,M
2866,203,W/M,L
2867,203,W/M,L
2869,203,SUP,L
2870,516,WNM,L
2871,558,SUP,L
2872,197,SUP,L
2873,206,SUP,M
2874,189,SUP,H
2875,533,WNM,L
2876,533,WNM,L
2877,533,WNM,L
2878,533,WNM,L
2880,507,WNM,L
2881,90,SUP,M
2882,422,SUP,L
2883,56,SUP,M
2884,394,SUP,M
2885,161,W/M,M
2886,484,SUP,H
2887,516,WNM,L
2888,233,SUP,M
2889,415,SUP,L
2890,32,SUP,L
2891,73,SUP,L
2892,376,SUP,L
2893,410,SUP,L
2894,320,SUP,L
2897,173,W/M,M
2898,162,W/M,L
2899,163,W/M,L
2900,163,W/M,M
2901,154,W/M,L
2902,159,W/M,M
2903,157,W/M,L
2904,159,W/M,M
2905,164,W/M,H
2906,171,W/M,L
2907,103,WNM,L
2908,309,SUP,L
2909,228,SUP,L
2910,208,SUP,L
2911,191,SUP,L
2912,197,SUP,H
2913,129,SUP,L
2914,215,SUP,L
2915,171,W/M,H
2916,172,W/M,H
2917,171,W/M,H
2918,51,SUP,L
2919,542,WNM,L
2920,101,SUP,L
2921,401,SUP,L
2922,366,SUP,M
2923,382,SUP,L
2924,384,SUP,M
2925,452,SUP,L
2926,56,SUP,M
2927,476,SUP,L
2928,36,SUP,L
2929,310,SUP,L
2930,103,WNM,L
2931,285,SUP,L
2932,122,SUP,M
2933,317,SUP,L
2934,273,SUP,L
2937,419,SUP,L
2938,132,SUP,L
2939,140,SUP,L
2940,542,WNM,L
2941,24,SUP,L
2944,549,WNM,L
2945,167,SUP,L
2946,109,SUP,M
2947,476,W/M,L
2948,484,SUP,M
2950,448,SUP,L
2951,448,SUP,L
2952,460,W/M,M
2953,160,SUP,M
2954,173,W/M,M
2955,362,SUP,M
2956,262,SUP,L
2957,412,SUP,L
2958,439,SUP,L
2959,206,SUP,M
2962,108,SUP,M
2963,108,SUP,M
2964,156,SUP,L
2965,163,W/M,M
2966,215,SUP,L
2967,225,SUP,M
2973,51,SUP,M
2975,561,WNM,L
2976,561,WNM,L
2977,561,WNM,L
2978,44,SUP,L
2979,58,WNM,L
2980,479,SUP,M
2981,58,WNM,L
2984,533,WNM,L
2985,449,SUP,M
2986,439,SUP,L
2987,109,SUP,M
2988,120,SUP,L
2989,511,W/M,L
2990,430,SUP,L
2991,82,SUP,L
2992,190,SUP,L
2993,62,SUP,M
2994,360,SUP,L
2995,504,WNM,L
2996,53,SUP,H
2998,515,WNM,L
3004,268,SUP,M
