Club,Level
8161,3
4804,5
6626,2
4789,2
8225,2
8169,1
6693,2
6216,4
6686,1
4798,2
6201,4
6432,1
8112,4
8251,3
4721,3
4933,2
8237,2
6309,2
6219,3
6582,4
8293,1
8144,4
6562,1
6685,2
6265,4
6352,3
4713,4
6354,3
8294,5
6317,6
6482,3
6628,3
4819,3
6417,2
6533,3
6514,2
4791,1
4908,2
6205,4
8273,2
4914,1
4724,3
4763,3
4817,3
6677,3
4732,2
8197,3
4770,1
6404,4
6441,4
4920,1
4795,2
6503,2
8210,2
4703,2
6635,1
6672,3
6979,2
6336,1
6502,3
8289,2
4712,3
8160,3
8158,2
6425,1
6632,1
6505,1
8181,3
6458,2
6275,3
4876,3
4859,1
8295,5
4776,3
6371,2
6453,2
6239,3
4736,2
8279,1
8167,3
6372,1
4855,4
4836,3
6383,4
4901,1
4840,1
4999,1
4870,2
4879,2
4861,2
6571,4
4915,1
6333,2
6630,2
4720,2
6517,3
6366,2
6472,2
6245,1
6620,1
6343,3
6238,3
6203,2
6509,2
8219,1
6267,3
8149,1
6479,2
6426,2
6181,2
4939,3
4906,3
4936,4
4871,1
6188,2
6385,3
8243,3
6413,1
6633,1
4996,2
6462,3
6673,3
8223,4
6449,2
6436,1
4718,2
6569,2
4805,1
4710,3
8189,2
6407,2
6329,2
6976,2
8164,3
6435,2
6661,1
6456,3
8239,2
8135,1
4926,2
8128,3
4989,3
6406,2
4815,3
4950,2
8196,2
6539,1
6424,1
8263,2
6213,2
6367,2
6351,3
4905,4
8130,3
4797,3
6256,3
6249,2
8224,3
8136,3
6246,1
8277,5
6646,2
6547,1
6421,2
6269,2
6682,1
6431,4
4786,2
6381,2
8283,3
4948,2
6376,2
6427,1
6565,2
6344,2
8116,5
6353,1
6335,3
8242,5
4852,2
6405,1
4743,2
7676,1
6616,2
8281,4
4790,4
6460,2
8104,3
6487,3
6692,2
8106,3
8274,4
6604,2
6402,4
6637,4
8250,3
8191,3
4707,3
6549,2
6350,2
6420,5
6330,3
4769,3
8227,2
8264,3
8267,3
8272,2
6415,5
8270,4
4735,3
6320,2
8177,2
8244,2
4742,4
6675,3
4874,2
4801,2
6609,2
6311,1
6439,3
6605,2
8268,2
6304,1
4850,3
6332,3
4843,3
8153,3
6363,3
6612,2
6622,1
8134,2
6357,4
8275,3
8278,1
6322,3
6521,1
4785,2
8228,2
6650,6
4983,3
6388,4
8172,2
4711,4
6455,3
4938,4
6414,4
8266,3
8241,1
8271,3
6401,4
6621,1
8286,2
6489,1
8142,1
6448,3
4802,2
8257,2
8129,2
6663,3
4857,3
6614,4
6501,1
8222,2
8290,4
8262,4
8215,4
6244,2
8183,3
4830,3
6313,3
8248,1
6204,3
6261,2
4755,3
6345,1
4942,3
4709,2
4783,2
6655,5
8218,5
6254,2
4831,1
6328,2
6355,1
6581,1
6378,2
8220,2
4955,1
4969,1
6212,6
8146,2
6410,3
8288,2
6338,4
4808,1
4780,1
6312,1
4853,1
6610,4
6408,2
6382,2
6257,1
4974,1
6443,1
6348,2
6524,1
8287,2
8254,1
8115,3
4930,2
6360,1
6461,1
4768,1
