Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
17,2368,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,84.60%,88.10%,14.2,83.40%,89.60%,81.50%,83.40%
17,3078,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.50%,97.10%,11.7,94.30%,95.70%,91.10%,88.30%
17,3469,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.10%,96.20%,12.8,84.50%,79.90%,95.20%,89.30%
17,5447,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.90%,95.50%,12,89.50%,84.30%,91.90%,86.50%
17,1835,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,79.30%,78.20%,22.9,73.90%,88.00%,84.90%,70.10%
17,3795,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,79.60%,94.20%,14.2,70.30%,74.70%,88.10%,84.20%
76,1656,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,88.40%,90.70%,14.4,83.60%,94.00%,93.10%,83.20%
76,2278,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,91.40%,95.70%,10.9,88.90%,95.20%,94.20%,87.70%
76,5445,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,91.00%,94.50%,14.9,81.80%,94.50%,97.30%,92.70%
26,1237,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,76.90%,80.20%,18.7,86.30%,83.10%,63.80%,71.10%
26,2247,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,90.70%,89.00%,16.9,96.70%,94.60%,93.10%,80.00%
26,4499,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,83.90%,79.50%,16.7,84.10%,83.60%,87.60%,81.30%
26,5046,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202350,81.20%,84.50%,18.9,94.90%,90.90%,63.40%,68.50%
26,1290,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202350,88.10%,90.80%,12.4,93.30%,86.60%,89.00%,83.50%
26,1385,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,81.60%,77.50%,13.9,87.70%,92.70%,72.10%,72.70%
26,1464,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,83.50%,86.10%,16.3,69.50%,86.60%,91.30%,89.90%
26,4594,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.70%,86.20%,14.1,89.90%,89.00%,75.40%,83.40%
26,5298,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,82.70%,87.60%,20.5,72.30%,90.80%,89.10%,79.60%
26,5481,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,63.30%,65.00%,21.2,47.60%,69.00%,77.90%,57.40%
26,5745,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,80.70%,82.20%,18.5,89.80%,88.40%,67.10%,74.60%
26,1156,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202350,83.60%,98.70%,15.2,87.20%,86.90%,78.50%,80.70%
26,2134,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,75.40%,79.80%,23.7,60.00%,80.00%,80.80%,81.10%
26,3371,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,86.30%,89.40%,17,87.80%,80.80%,91.90%,85.90%
26,4574,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,90.20%,94.90%,13.9,89.40%,94.20%,93.50%,84.40%
26,5879,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,91.50%,90.10%,15.9,88.00%,95.10%,96.60%,88.00%
26,1322,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,86.30%,82.90%,14.9,86.50%,96.30%,83.30%,79.70%
26,1613,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,87.80%,81.90%,11.4,87.10%,92.90%,93.60%,76.80%
26,1849,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,86.60%,87.40%,17.5,94.00%,88.70%,92.70%,73.50%
26,2472,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.50%,84.10%,12.6,95.00%,93.00%,86.10%,80.00%
26,4477,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,91.30%,84.00%,13.4,91.00%,97.10%,96.00%,81.60%
26,1097,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202350,74.00%,80.00%,20.5,84.90%,88.80%,63.70%,51.70%
26,1255,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,86.30%,88.90%,14.9,81.70%,93.80%,91.60%,78.90%
26,3700,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,81.90%,83.50%,15,88.60%,90.00%,89.90%,57.80%
76,2502,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,85.10%,94.70%,13.6,75.20%,85.50%,92.30%,88.30%
76,5241,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,81.10%,84.10%,13.5,65.60%,85.50%,95.70%,81.30%
76,1674,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.10%,90.50%,12.7,82.20%,87.60%,92.90%,85.90%
76,2233,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,89.70%,85.40%,12.7,95.00%,92.30%,97.60%,73.20%
76,2357,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202350,77.40%,78.30%,19.7,74.10%,86.20%,97.90%,52.00%
76,1985,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202350,93.90%,94.10%,11.3,98.20%,95.70%,95.60%,84.70%
76,1544,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,87.90%,87.90%,8.9,86.80%,90.80%,94.00%,82.80%
76,2083,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202350,85.20%,84.70%,15.4,70.60%,90.80%,92.60%,87.20%
76,2166,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,87.00%,98.80%,16.8,72.20%,88.50%,94.90%,93.00%
76,2581,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202350,86.60%,98.40%,17.9,86.50%,86.60%,95.50%,79.30%
76,1744,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,85.00%,75.50%,16.4,74.90%,87.80%,94.00%,85.20%
76,1813,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202350,85.80%,80.60%,11.8,80.90%,86.60%,92.20%,84.50%
76,3842,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,86.70%,81.70%,11.8,85.90%,92.90%,89.60%,76.70%
26,2256,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,80.10%,91.20%,10.4,63.90%,89.70%,79.90%,79.10%
26,5346,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,88.60%,90.30%,11.6,93.40%,85.00%,94.20%,81.60%
26,1614,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,82.30%,91.80%,22,78.60%,81.80%,82.10%,84.80%
26,2058,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,78.80%,90.60%,18.4,89.30%,87.60%,67.50%,68.10%
26,4250,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,85.10%,92.00%,15.9,89.80%,89.50%,91.70%,60.90%
26,5118,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,84.80%,84.40%,12.4,93.30%,92.60%,79.30%,71.10%
26,5254,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,81.90%,79.60%,16.3,88.20%,89.00%,87.30%,62.80%
26,1132,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,90.60%,94.70%,12.5,92.00%,94.90%,89.60%,85.40%
26,1842,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,86.00%,89.50%,16.2,78.60%,93.60%,87.20%,85.10%
26,3658,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,85.50%,91.90%,15.1,83.60%,93.30%,92.30%,73.50%
26,1197,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,75.90%,90.50%,24,86.60%,78.80%,88.70%,52.20%
26,1354,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,78.50%,76.40%,15.2,86.90%,85.30%,75.70%,67.20%
26,1379,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,89.90%,90.70%,14,95.00%,96.70%,95.30%,70.70%
26,1502,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,72.70%,78.10%,21.1,74.10%,75.90%,83.70%,57.70%
59,7162,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.00%,95.00%,11.2,97.60%,90.40%,89.50%,85.70%
75,1292,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,86.80%,81.70%,12.4,90.40%,78.90%,91.60%,86.00%
75,1309,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,84.10%,75.00%,14.4,73.30%,85.30%,97.00%,86.30%
75,1652,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,83.80%,77.40%,13.9,78.90%,82.60%,95.60%,80.40%
75,1345,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,82.80%,82.80%,11.5,82.20%,80.60%,87.90%,81.00%
75,1350,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,88.00%,89.30%,14.2,90.40%,92.60%,92.90%,76.10%
75,1780,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,89.80%,87.80%,11.9,89.70%,88.30%,95.50%,87.00%
75,5117,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,80.50%,76.90%,12.9,83.80%,75.80%,87.80%,76.10%
59,7174,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,76.30%,71.80%,16.2,69.30%,50.10%,89.20%,92.70%
75,1525,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202350,82.30%,76.10%,14.1,85.70%,85.70%,87.60%,72.40%
75,1730,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,85.70%,83.80%,9.5,86.10%,86.20%,89.50%,82.00%
75,2295,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,90.90%,84.40%,11.1,88.40%,88.20%,96.80%,91.80%
75,7032,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,82.90%,76.50%,15.1,79.80%,81.20%,87.30%,85.50%
75,1631,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.40%,90.30%,14.4,93.70%,94.50%,97.20%,85.30%
75,3214,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,80.50%,77.50%,17.4,76.10%,87.00%,94.00%,68.10%
75,3831,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.80%,89.40%,13.8,88.10%,85.10%,90.00%,89.00%
75,4623,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,91.90%,90.70%,13.7,94.50%,94.50%,93.30%,85.20%
75,1811,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,90.20%,99.30%,14.2,84.20%,95.20%,96.10%,85.70%
75,1841,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,89.60%,94.60%,13.1,92.30%,91.60%,94.30%,78.40%
75,5253,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,89.60%,90.80%,11.8,88.00%,92.70%,91.90%,86.30%
75,5488,,Scheduled Delivery Standard,12,At Risk,Degrading,Store Focus,202350,92.00%,90.40%,11,86.10%,97.00%,96.80%,89.00%
75,1424,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202350,76.20%,90.40%,27.3,91.70%,89.60%,72.40%,43.20%
75,1524,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,86.40%,94.20%,19.1,89.80%,96.80%,81.40%,75.90%
75,4476,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,87.10%,98.40%,15.1,93.10%,91.70%,71.80%,88.40%
75,5343,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,93.80%,96.30%,16.1,93.30%,96.00%,98.10%,87.80%
75,1968,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.90%,90.50%,14.4,81.70%,82.50%,88.00%,87.60%
75,2577,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,79.60%,71.40%,15.5,81.80%,81.10%,76.20%,78.80%
75,1875,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202350,90.60%,94.70%,13.3,94.50%,93.10%,89.30%,84.30%
75,2279,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,70.80%,69.60%,23.4,55.60%,82.80%,67.00%,74.60%
75,2435,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,82.80%,82.70%,18,84.30%,86.70%,77.70%,81.80%
75,3490,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202350,84.10%,90.80%,12.8,93.10%,90.50%,87.90%,71.00%
75,2412,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,91.00%,92.50%,13.2,89.20%,91.80%,92.70%,90.40%
75,3720,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,88.50%,92.80%,12.6,84.50%,91.60%,90.70%,87.90%
75,3804,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,80.10%,86.10%,21.8,80.70%,95.80%,70.60%,69.10%
75,2853,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.90%,91.60%,11.6,92.10%,98.30%,95.60%,85.10%
4,635,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,85.70%,88.30%,11.7,89.90%,85.90%,82.70%,83.80%
4,728,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,88.90%,81.40%,11.2,94.50%,91.40%,87.30%,82.60%
4,1383,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202350,88.60%,92.10%,10.4,90.70%,94.80%,90.10%,79.80%
4,2832,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202350,89.90%,78.10%,9.6,91.10%,92.80%,90.30%,85.80%
4,2860,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202350,88.50%,84.20%,11.4,95.50%,94.20%,89.60%,72.60%
4,631,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,76.60%,85.40%,26.9,95.10%,96.80%,70.30%,31.50%
4,641,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,79.20%,79.30%,19.1,87.80%,80.50%,88.40%,62.20%
4,1123,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,77.50%,66.00%,14.2,79.80%,80.80%,82.90%,67.00%
4,2265,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,78.30%,88.80%,27.8,78.70%,90.40%,71.10%,70.80%
4,2687,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,85.50%,64.70%,13.5,74.60%,92.80%,94.40%,81.70%
4,3192,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,81.90%,76.10%,15.6,86.80%,91.20%,85.70%,60.70%
4,396,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,89.00%,82.20%,12.4,84.80%,92.80%,90.20%,87.90%
4,6576,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.00%,73.00%,13,84.80%,87.70%,85.40%,79.60%
4,1164,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,84.70%,84.30%,13.9,86.50%,90.80%,91.80%,68.20%
4,1183,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,88.70%,89.20%,14.3,84.10%,92.80%,93.40%,84.10%
4,1286,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,67.00%,64.40%,29.5,68.30%,84.20%,73.00%,36.20%
4,2214,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,87.50%,85.50%,14.3,95.50%,96.30%,94.20%,62.70%
4,4420,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,72.60%,61.30%,17.9,78.60%,80.80%,68.70%,61.00%
4,4506,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,77.90%,76.80%,15,86.70%,70.00%,85.80%,68.90%
4,629,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,73.80%,81.20%,21.2,61.20%,89.80%,69.90%,70.60%
4,1035,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,80.50%,85.90%,16.4,77.90%,87.60%,85.00%,73.50%
4,2806,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,61.10%,68.00%,26.8,84.40%,52.30%,68.70%,38.20%
4,3733,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202350,91.50%,90.30%,15.1,87.80%,94.80%,88.40%,96.90%
4,4593,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,75.00%,93.10%,15.2,75.40%,78.60%,78.50%,68.00%
4,1179,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,66.60%,72.00%,25.5,48.00%,71.30%,87.00%,60.80%
4,1242,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,85.30%,84.00%,12.1,86.30%,87.60%,89.10%,78.60%
4,1317,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202350,85.40%,85.90%,11.6,88.10%,80.50%,83.10%,89.80%
4,2440,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.60%,91.70%,10.1,86.40%,88.90%,70.90%,77.10%
4,4334,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202350,84.80%,85.40%,14.6,94.10%,84.30%,81.80%,77.90%
59,3359,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,88.00%,80.40%,10.9,90.70%,89.80%,88.40%,82.80%
4,628,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,83.20%,87.20%,18.5,78.70%,87.80%,90.40%,75.40%
4,632,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202350,74.80%,73.30%,19.6,73.70%,80.40%,82.60%,59.40%
4,1037,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,83.80%,87.10%,20.5,85.70%,74.70%,88.60%,88.70%
4,1359,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,85.70%,79.70%,14.7,83.30%,91.90%,84.70%,81.70%
4,1748,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,84.30%,83.50%,15.4,73.10%,88.00%,94.10%,84.30%
4,2348,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,82.50%,80.60%,14.3,68.10%,84.00%,91.30%,87.10%
4,2928,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,76.70%,85.90%,24.9,77.50%,70.90%,92.20%,68.60%
4,3367,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,82.00%,77.20%,15,77.30%,89.40%,82.60%,76.90%
4,4384,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202350,81.70%,77.00%,19.6,85.50%,91.80%,88.00%,63.30%
4,616,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202350,72.10%,59.10%,22.5,63.40%,85.60%,66.80%,72.80%
4,630,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202350,73.40%,74.50%,20.7,69.90%,92.50%,65.60%,63.90%
4,634,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,79.40%,75.80%,19.5,86.70%,88.70%,77.20%,63.50%
4,1135,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,91.40%,85.00%,12.3,92.70%,97.70%,88.40%,87.00%
4,2703,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,53.40%,52.90%,17.8,42.20%,75.10%,61.60%,31.00%
4,1268,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,87.60%,82.00%,14.8,94.30%,94.20%,82.10%,79.30%
4,1348,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,82.20%,75.80%,16.6,81.10%,89.40%,85.90%,73.30%
4,1261,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.50%,94.50%,20.2,86.10%,89.10%,83.30%,66.50%
59,3724,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,86.80%,89.50%,10.9,84.10%,89.90%,94.90%,81.30%
59,5383,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,92.50%,87.00%,11.1,91.50%,95.80%,93.80%,89.00%
